Identifiant station,Nom de la Station,Nom de la ligne,Niveau de pollution aux particules,Niveau de pollution,Incertitude,Recommandation de surveillance,Action(s) QAI en cours,stop_lon,stop_lat,air,niveau_pollution
IDFM:462957,Miromesnil,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3146768238242688,48.87369210197914,,pollution moyenne
IDFM:463081,Madeleine,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.325169929034193,48.87003294090397,,pollution faible
IDFM:463137,Boulogne Jean Jaurès,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.239077780728926,48.841991575324506,,pollution moyenne
IDFM:22020,Père Lachaise,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.386157046298338,48.86296417435419,,pollution moyenne
IDFM:22217,Saint-François-Xavier,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.314407403528732,48.8512787565696,,pollution moyenne
IDFM:22095,Charles de Gaulle - Etoile,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.294995735441831,48.87383861478572,,pollution moyenne
IDFM:463072,Réaumur - Sébastopol,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.352381731140252,48.866077771215046,,pollution faible
IDFM:22193,Invalides,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3146326604445164,48.86109201138112,,pollution faible
IDFM:463230,Philippe Auguste,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.390497596745289,48.85808942813576,,pollution moyenne
IDFM:22014,Bobigny-Pantin - Raymond Queneau,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.426308679232036,48.89560207433252,,pollution moyenne
IDFM:21925,Oberkampf,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.3681558453945515,48.86477709852134,,pollution élevée
IDFM:22079,Palais Royal - Musée du Louvre,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.336454367754252,48.86222226557415,,pollution moyenne
IDFM:462959,Vaneau,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.321351242354736,48.84889457005888,,pollution moyenne
IDFM:463267,Tolbiac,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.357018567738162,48.82615323734341,,pollution moyenne
IDFM:22194,Madeleine,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3260272117729994,48.86956561611772,,pollution moyenne
IDFM:463240,Monceau,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.309412967374703,48.88056877012684,,pollution moyenne
IDFM:22442,Rue des Boulets,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3891047050322425,48.85221407333194,,pollution moyenne
IDFM:22166,Pasteur,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.312792651441268,48.842482718285865,,pollution moyenne
IDFM:22061,Corentin Celton,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2789586605256367,48.82682329515912,,pollution moyenne
IDFM:462993,Saint-Germain-des-Prés,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.333987429134225,48.85367371343323,,pollution faible
IDFM:21948,Pelleport,Métro 3B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.40160636134298,48.86842046799948,,pollution moyenne
IDFM:463308,Saint-Placide,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.327054815066312,48.84700665158937,,pollution faible
IDFM:480330,Mairie de Saint-Ouen,Métro 14,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.333545807213269,48.91164217552501,,pollution moyenne
IDFM:463078,Jussieu,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.354798309820857,48.84596333903808,,pollution moyenne
IDFM:490793,Rosny-Bois-Perrier,Métro 11,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.480609800808591,48.88302567942574,,pas de données
IDFM:24680,Jaurès,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.370451734004561,48.88234423020823,,pollution moyenne
IDFM:22019,Parmentier,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3747205969196896,48.86524326053047,,pollution moyenne
IDFM:463075,Dugommier,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3895997700798097,48.83903652832887,,pollution moyenne
IDFM:21920,Strasbourg - Saint-Denis,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3537315826731837,48.869349679171926,,pollution moyenne
IDFM:21906,Havre-Caumartin,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.327462798423509,48.87346783937801,,pollution faible
IDFM:463152,Corentin Cariou,Métro 7,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.382291557164633,48.89467266005628,,pollution faible
IDFM:463220,Mairie d'Ivry,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.383498053635828,48.811210093393306,,pollution moyenne
IDFM:21994,Arts et Métiers,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3567233472754983,48.86553459885931,,pollution faible
IDFM:490837,L'Haÿ-les-Roses,Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.354991210566311,48.77532646395088,,pas de données
IDFM:463040,Saint-Mandé,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.4189897063438077,48.84622934735893,,pollution moyenne
IDFM:463216,Les Gobelins,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3525311653622043,48.83589170669027,,pollution moyenne
IDFM:463024,Gare d'Austerlitz,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.364395394600644,48.84228236697996,,pollution moyenne
IDFM:462982,La Chapelle,Métro 2,station aérienne,station aérienne,,non,Action(s) d'amélioration de la qualité de l'air en cours,2.360430336162137,48.88447648340964,,station aérienne
IDFM:463116,Abbesses,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.338394635220906,48.88439271799143,,pollution faible
IDFM:22126,Couronnes,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3805336747351005,48.86932051914457,,pollution moyenne
IDFM:21999,Mairie des Lilas,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.4162978208011863,48.87974365006289,,pollution moyenne
IDFM:463083,Duroc,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.316535081176305,48.84699198555429,,pollution moyenne
IDFM:22192,La Tour-Maubourg,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.310588789873988,48.85766922956403,,pollution faible
IDFM:22036,Anatole France,Métro 3,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.28498169634032,48.892206617614,,pollution faible
IDFM:22391,Censier - Daubenton,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.351626572605499,48.84022624851393,,pollution moyenne
IDFM:483900,Aimé Césaire,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.37813084516706,48.90843758066954,,pollution faible
IDFM:463323,Villejuif Léo Lagrange,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.364068547658874,48.80436739901952,,pollution moyenne
IDFM:21982,Mirabeau,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,Action(s) d'amélioration de la qualité de l'air en cours,2.2730641263728333,48.84707750734599,,pollution moyenne
IDFM:22164,Trocadéro,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.287625377853519,48.86346147371448,,pollution moyenne
IDFM:463133,Bonne Nouvelle,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.348428667867017,48.87049007203075,,pollution moyenne
IDFM:21976,Sèvres - Babylone,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.326104689925573,48.85093150598804,,pollution moyenne
IDFM:21904,Michel-Ange - Molitor,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2618218573220084,48.84515597018703,,pollution moyenne
IDFM:463314,Sèvres-Lecourbe,Métro 6,station aérienne,station aérienne,,non,,2.309529610430393,48.84564768265073,,station aérienne
IDFM:21992,Rambuteau,Métro 11,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.353273948594772,48.86119015695036,,pollution moyenne
IDFM:463031,Aubervilliers-Pantin Quatre Chemins,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3922205712292195,48.90375706036556,,pollution moyenne
IDFM:463035,Billancourt,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.237891101038026,48.83191997405451,,pollution moyenne
IDFM:22216,Maisons-Alfort - Les Juilliottes,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.4457883063759605,48.80310585036659,,pollution moyenne
IDFM:463226,Michel Bizot,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.402366739988004,48.83707743103578,,pollution faible
IDFM:22225,Liège,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3268526712397555,48.87953493737576,,pollution faible
IDFM:22128,Belleville,Métro 2,pollution élevée,ELEVE,Évaluation : campagne de mesure ponctuelle,oui,Action(s) d'amélioration de la qualité de l'air en cours,2.3768306915222848,48.87231407736167,,pollution élevée
IDFM:463169,Daumesnil,Métro 6,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.396146067915452,48.839537421644565,,pollution moyenne
IDFM:21917,Trocadéro,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.28683987979629,48.863088061116,,pollution élevée
IDFM:462949,Convention,Métro 12,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2963913864809173,48.83713505380496,,pollution moyenne
IDFM:463070,Wagram,Métro 3,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.304673087584434,48.8838463907272,,pollution moyenne
IDFM:463239,Michel-Ange - Molitor,Métro 9,pollution élevée,ELEVE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.261631583355701,48.844880488259605,,pollution élevée
IDFM:463217,Les Sablons,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.271904762259129,48.88129083793358,,pollution moyenne
IDFM:21970,Duroc,Métro 10,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3162247549746047,48.84675637808778,,pollution moyenne
IDFM:22133,Simplon,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.347794968187123,48.8938152613519,,pollution faible
IDFM:490770,Coteaux Beauclair,Métro 11,station aérienne,station aérienne,,non,,2.4673647804495924,48.88212212689498,,station aérienne
IDFM:463105,Corvisart,Métro 6,station aérienne,station aérienne,,non,,2.350611225926166,48.82986001331238,,station aérienne
IDFM:463321,Vaugirard,Métro 12,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.300977822126098,48.83953628376544,,pollution faible
IDFM:22098,Reuilly - Diderot,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.387201070409392,48.84721292669797,,pollution moyenne
IDFM:22195,Opéra,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.332135072925294,48.87059812248669,,pollution faible
IDFM:22171,Dupleix,Métro 6,station aérienne,station aérienne,,non,,2.293663726731039,48.8504116258067,,station aérienne
IDFM:21921,Richelieu - Drouot,Métro 9,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.3385912215385414,48.87213587031796,,pollution moyenne
IDFM:22151,Denfert-Rochereau,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.332128160437612,48.83392232305997,,pollution faible
IDFM:462953,Gabriel Péri,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.29460408001733,48.91634741814672,,pollution moyenne
IDFM:463008,Stalingrad,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3688985490576733,48.88437303056126,,pollution moyenne
IDFM:22099,Pont de Neuilly,Métro 1,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.258495429369125,48.88548938897471,,pollution moyenne
IDFM:463224,Maison Blanche,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.358412946155939,48.82214950607496,,pollution moyenne
IDFM:463263,Porte des Lilas,Métro 11,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",oui,,2.4065226763982275,48.87723143067265,,pollution faible
IDFM:490841,Maison Blanche,Métro 14,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.3589182598590392,48.82120786862075,,pas de données
IDFM:463131,Bobigny Pablo Picasso,Métro 5,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.449301336646573,48.90636679503056,,pollution moyenne
IDFM:24682,Place des Fêtes,Métro 7B,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.392959616507311,48.87693859004261,,pollution moyenne
IDFM:463016,Vavin,Métro 4,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3288628540691043,48.84205232329236,,pollution faible
IDFM:22093,Champs-Elysées - Clemenceau,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.31401668387612,48.86750083759083,,pollution faible
IDFM:490789,Montreuil - Hôpital,Métro 11,pas de données,pas de données,Évaluation : impossible faute d’informations,non,,2.4546692358364623,48.878269829247664,,pas de données
IDFM:463194,La Motte-Picquet - Grenelle,Métro 6,station aérienne,station aérienne,,non,,2.298957096977008,48.84876544812232,,station aérienne
IDFM:463320,Varenne,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3149776470363417,48.85662420264694,,pollution moyenne
IDFM:22096,Concorde,Métro 8,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3220315426557194,48.86652125193945,,pollution moyenne
IDFM:463155,Crimée,Métro 7,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3770380600019925,48.890814345621656,,pollution moyenne
IDFM:22220,Porte de Saint-Ouen,Métro 13,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.3290483407446505,48.89749783732745,,pollution faible
IDFM:463165,Cour Saint-Emilion,Métro 14,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.386617850214058,48.83331930384343,,pollution faible
IDFM:463212,Mairie de Saint-Ouen,Métro 13,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.333893080685357,48.911958864732505,,pollution moyenne
IDFM:22189,Félix Faure,Métro 8,pollution faible,FAIBLE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,,2.2918472203679703,48.84268433479664,,pollution faible
IDFM:22120,Colonel Fabien,Métro 2,pollution moyenne,MOYENNE,"Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant",non,Action(s) d'amélioration de la qualité de l'air en cours,2.370576102819657,48.877695345805535,,pollution moyenne
